# STEVAL-MKI208V1K (IIS3DWB) 

time[us],acc_x[mg],acc_y[mg],acc_z[mg],acc_x[LSB],acc_y[LSB],acc_z[LSB],int_1
7336638,42.700,-150.792,948.428,700,-2472,15548,0
7336675,72.102,-153.476,948.916,1182,-2516,15556,0
7336712,46.848,-171.593,956.846,768,-2813,15686,0
7336751,69.357,-182.390,965.752,1137,-2990,15832,0
7336787,82.716,-169.275,961.970,1356,-2775,15770,0
7336823,87.291,-182.390,971.791,1431,-2990,15931,0
7336863,84.546,-178.364,989.542,1386,-2924,16222,0
7336898,77.592,-198.250,983.015,1272,-3250,16115,0
7336935,95.099,-199.592,1011.502,1559,-3272,16582,0
7336972,89.121,-198.677,1005.890,1461,-3257,16490,0
7337010,60.146,-207.278,1025.044,986,-3398,16804,0
7337047,50.081,-191.906,1047.919,821,-3146,17179,0
7337084,24.827,-195.993,1082.445,407,-3213,17745,0
7337121,15.616,-191.906,1070.306,256,-3146,17546,0
7337160,21.594,-202.276,1095.499,354,-3316,17959,0
7337196,31.232,-182.390,1122.644,512,-2990,18404,0
7337233,20.191,-158.905,1120.326,331,-2605,18366,0
7337270,14.274,-120.963,1116.544,234,-1983,18304,0
7337307,15.189,-126.880,1135.210,249,-2080,18610,0
7337344,32.635,-74.908,1130.086,535,-1228,18526,0
7337381,-13.786,-81.252,1161.379,-226,-1332,19039,0
7337418,17.934,-23.851,1142.225,294,-391,18725,0
7337456,-6.893,-3.965,1158.573,-113,-65,18993,0
7337494,-12.383,39.894,1132.892,-203,654,18572,0
7337530,-5.978,60.207,1175.897,-98,987,19277,0
7337568,-17.019,97.234,1136.186,-279,1594,18626,0
7337607,-50.508,111.691,1175.897,-828,1831,19277,0
7337643,-28.914,122.122,1149.728,-474,2002,18848,0
7337679,-58.316,129.320,1185.230,-956,2120,19430,0
7337716,-49.166,143.777,1165.100,-806,2357,19100,0
7337753,-49.166,169.519,1136.186,-806,2779,18626,0
7337790,-67.527,174.033,1141.310,-1107,2853,18710,0
7337827,-71.248,177.632,1148.325,-1168,2912,18825,0
7337865,-81.313,183.549,1112.823,-1333,3009,18243,0
7337901,-74.420,192.516,1128.256,-1220,3156,18496,0
7337939,-79.483,198.433,1103.002,-1303,3253,18082,0
7337976,-42.700,181.719,1097.390,-700,2979,17990,0
7338013,-5.490,195.749,1052.128,-90,3209,17248,0
7338053,10.614,150.121,1027.850,174,2461,16850,0
7338092,28.060,169.946,1043.710,460,2786,17110,0
7338125,22.936,138.348,1037.610,376,2268,17010,0
7338162,28.060,148.718,1035.780,460,2438,16980,0
7338201,38.552,124.806,1028.277,632,2046,16857,0
7338236,29.402,98.576,1001.193,482,1616,16413,0
7338274,34.038,69.235,968.497,558,1135,15877,0
7338310,8.723,30.805,979.721,143,505,16061,0
7338348,33.062,18.605,963.861,542,305,15801,0
7338385,6.466,-20.191,984.845,106,-331,16145,0
7338422,32.574,-31.964,947.452,534,-524,15532,0
7338461,11.041,-82.106,976.000,181,-1346,16000,0
7338496,23.912,-97.051,983.442,392,-1591,16122,0
7338534,30.744,-129.991,976.915,504,-2131,16015,0
7338570,36.295,-124.562,967.582,595,-2042,15862,0
7338608,43.188,-155.794,960.994,708,-2554,15754,0
7338646,69.845,-162.565,953.552,1145,-2665,15632,0
7338682,75.335,-165.188,959.652,1235,-2708,15732,0
7338719,85.034,-179.218,949.404,1394,-2938,15564,0
7338758,96.502,-153.964,929.274,1582,-2524,15234,0
7338795,77.165,-184.647,968.985,1265,-3027,15885,0
7338832,95.526,-162.504,957.334,1566,-2664,15694,0
7338868,94.672,-163.846,944.158,1552,-2686,15478,0
7338905,85.888,-197.762,1011.929,1408,-3242,16589,0
7338943,86.376,-194.590,985.760,1416,-3190,16160,0
7338979,78.080,-191.418,1016.138,1280,-3138,16658,0
7339018,45.506,-202.276,1022.726,746,-3316,16766,0
7339054,49.654,-179.279,1033.462,814,-2939,16942,0
7339091,12.871,-188.734,1082.933,211,-3094,17753,0
7339128,37.210,-189.222,1089.033,610,-3102,17853,0
7339165,41.358,-187.392,1110.932,678,-3072,18212,0
7339204,29.890,-188.734,1089.948,490,-3094,17868,0
7339240,11.041,-175.680,1136.186,181,-2880,18626,0
7339277,19.276,-134.932,1116.117,316,-2212,18297,0
7339315,16.592,-123.708,1138.016,272,-2028,18656,0
7339353,19.276,-99.735,1143.628,316,-1635,18748,0
7339389,-2.318,-64.050,1156.255,-38,-1050,18955,0
7339426,10.553,-21.594,1158.573,173,-354,18993,0
7339465,-6.893,20.435,1151.558,-113,335,18878,0
7339504,-11.956,36.722,1151.558,-196,602,18878,0
7339538,-10.126,75.518,1154.852,-166,1238,18932,0
7339574,-23.424,87.718,1138.931,-384,1438,18671,0
7339614,-29.890,103.578,1158.573,-490,1698,18993,0
7339653,-69.357,123.891,1164.612,-1137,2031,19092,0
7339686,-41.785,160.918,1140.822,-685,2638,18702,0
7339723,-70.272,157.319,1148.752,-1152,2579,18832,0
7339764,-67.100,171.776,1149.728,-1100,2816,18848,0
7339802,-74.908,165.005,1151.558,-1228,2705,18878,0
7339835,-77.653,178.120,1110.505,-1273,2920,18205,0
7339872,-83.570,200.690,1102.087,-1370,3290,18067,0
7339909,-64.294,205.692,1109.529,-1054,3372,18189,0
7339946,-48.678,197.518,1101.660,-798,3238,18060,0
7339983,-34.465,205.265,1065.609,-565,3365,17469,0
7340022,-4.575,171.776,1075.430,-75,2816,17630,0
7340058,24.339,176.290,1045.113,399,2890,17133,0
7340095,11.956,148.718,1039.501,196,2438,17041,0
7340132,23.424,153.720,1033.462,384,2520,16942,0
7340169,21.594,154.147,1018.944,354,2527,16704,0
7340206,45.506,117.120,1010.526,746,1920,16566,0
7340243,13.786,82.777,1007.720,226,1357,16520,0
7340281,29.890,60.634,996.496,490,994,16336,0
7340317,16.104,48.434,972.218,264,794,15938,0
7340355,21.594,-2.135,975.512,354,-35,15992,0
7340392,26.230,-12.993,966.606,430,-213,15846,0
7340429,27.572,-51.423,960.567,452,-843,15747,0
7340466,25.742,-78.934,971.791,422,-1294,15931,0
7340505,28.975,-113.277,942.816,475,-1857,15456,0
7340541,28.060,-127.307,953.552,460,-2087,15632,0
7340578,40.382,-150.304,950.258,662,-2464,15578,0
7340615,44.103,-143.594,950.319,723,-2354,15579,0
7340652,64.294,-147.132,954.467,1054,-2412,15647,0
7340690,54.656,-174.704,963.373,896,-2864,15793,0
7340727,73.505,-167.933,954.528,1205,-2753,15648,0
7340765,71.187,-177.449,962.458,1167,-2909,15778,0
7340804,88.633,-159.820,959.164,1453,-2620,15724,0
7340838,85.034,-188.307,975.512,1394,-3087,15992,0
7340875,105.225,-154.879,981.124,1725,-2539,16084,0
7340913,90.951,-193.736,973.682,1491,-3176,15962,0
7340949,85.888,-185.989,1026.447,1408,-3049,16827,0
7340987,73.932,-189.588,1030.656,1212,-3108,16896,0
7341024,53.741,-190.076,1034.316,881,-3116,16956,0
7341063,33.062,-198.250,1050.237,542,-3250,17217,0
7341100,18.788,-194.590,1066.097,308,-3190,17477,0
7341136,30.805,-196.847,1108.126,505,-3227,18166,0
7341172,14.701,-186.904,1081.042,241,-3064,17722,0
7341210,24.766,-181.048,1112.335,406,-2968,18235,0
7341251,4.148,-177.876,1124.962,68,-2916,18442,0
7341285,42.700,-133.590,1125.938,700,-2190,18458,0
7341321,22.509,-129.076,1164.673,369,-2116,19093,0
7341359,23.424,-84.363,1133.380,384,-1383,18580,0
7341396,-8.723,-68.076,1163.270,-143,-1116,19070,0
7341433,4.575,-10.309,1136.186,75,-169,18626,0
7341469,-2.806,14.152,1151.558,-46,232,18878,0
7341507,-4.575,50.752,1151.131,-75,832,18871,0
7341545,-22.509,73.688,1149.728,-369,1208,18848,0
7341582,-35.868,86.376,1162.782,-588,1416,19062,0
7341618,-32.208,106.262,1138.016,-528,1742,18656,0
7341658,-49.654,130.662,1159.061,-814,2142,19001,0
7341694,-32.208,158.234,1147.349,-528,2594,18809,0
7341730,-75.762,154.147,1143.628,-1242,2527,18748,0
7341768,-54.656,173.606,1146.434,-896,2846,18794,0
7341804,-78.080,182.634,1124.047,-1280,2994,18427,0
7341841,-65.636,188.978,1121.241,-1076,3098,18381,0
7341879,-81.740,197.091,1139.480,-1340,3231,18680,0
7341917,-75.762,208.803,1093.181,-1242,3423,17921,0
7341953,-67.100,189.832,1112.823,-1100,3112,18243,0
7341990,-25.254,184.403,1072.624,-414,3023,17584,0
7342027,-6.893,174.460,1074.942,-113,2860,17622,0
7342065,9.638,173.179,1049.322,158,2839,17202,0
7342105,5.978,141.093,1059.082,98,2313,17362,0
7342143,32.635,146.949,1038.098,535,2409,17018,0
7342176,10.980,132.492,1009.123,180,2172,16543,0
7342214,28.487,133.346,997.472,467,2186,16352,0
7342254,16.958,73.749,990.457,278,1209,16237,0
7342289,14.213,61.549,991.860,233,1009,16260,0
7342325,16.531,32.635,963.800,271,535,15800,0
7342365,2.806,7.320,963.373,46,120,15793,0
7342404,18.849,-12.566,969.900,309,-206,15900,0
7342438,30.317,-72.163,965.691,497,-1183,15831,0
7342474,32.635,-101.504,983.930,535,-1664,16130,0
7342515,37.698,-120.048,978.318,618,-1968,16038,0
7342550,34.465,-142.679,971.730,565,-2339,15930,0
7342585,38.552,-126.880,968.497,632,-2080,15877,0
7342622,51.484,-148.108,967.582,844,-2428,15862,0
7342661,58.804,-152.622,943.731,964,-2502,15471,0
7342696,71.675,-167.018,974.597,1175,-2738,15977,0
7342734,81.313,-177.449,951.234,1333,-2909,15594,0
7342771,67.100,-183.732,978.806,1100,-3012,16046,0
7342812,85.034,-164.761,953.064,1394,-2701,15624,0
7342845,103.822,-167.079,961.970,1702,-2739,15770,0
7342883,93.269,-199.104,999.790,1529,-3264,16390,0
7342920,75.762,-204.106,1009.611,1242,-3346,16551,0
7342957,108.458,-176.107,1004.914,1778,-2887,16474,0
7342994,52.399,-216.306,1038.586,859,-3546,17026,0
7343031,54.656,-190.991,1046.028,896,-3131,17148,0
7343068,53.314,-164.334,1047.004,874,-2694,17164,0
7343106,0.488,-184.708,1120.753,8,-3028,18373,0
7343144,18.422,-188.307,1093.181,302,-3087,17921,0
7343180,40.016,-200.934,1103.490,656,-3294,18090,0
7343217,22.997,-171.593,1111.420,377,-2813,18220,0
7343254,20.191,-155.306,1126.365,331,-2546,18465,0
7343294,-4.148,-127.734,1142.713,-68,-2094,18733,0
7343329,14.701,-97.051,1134.722,241,-1591,18602,0
7343366,17.934,-75.762,1142.713,294,-1242,18733,0
7343403,11.956,-64.904,1152.046,196,-1064,18886,0
7343440,10.126,-11.651,1136.613,166,-191,18633,0
7343478,-19.764,-3.538,1138.992,-324,-58,18672,0
7343516,-4.148,62.464,1129.171,-68,1024,18511,0
7343553,-12.871,75.518,1151.619,-211,1238,18879,0
7343592,-45.933,88.633,1139.907,-753,1453,18687,0
7343627,-21.106,124.806,1161.379,-346,2046,19039,0
7343663,-32.635,129.747,1144.116,-535,2127,18756,0
7343704,-67.588,132.492,1177.788,-1108,2172,19308,0
7343742,-44.530,190.320,1132.892,-730,3120,18572,0
7343775,-84.058,173.118,1147.410,-1378,2838,18810,0
7343812,-64.782,169.092,1131.550,-1062,2772,18550,0
7343853,-79.910,173.118,1112.335,-1310,2838,18235,0
7343887,-76.250,193.492,1134.234,-1250,3172,18594,0
7343923,-83.204,195.688,1115.629,-1364,3208,18289,0
7343962,-68.930,202.947,1109.529,-1130,3327,18189,0
7343997,-33.977,215.574,1075.918,-557,3534,17638,0
7344035,-28.487,173.118,1073.112,-467,2838,17592,0
7344072,7.320,167.750,1052.555,120,2750,17255,0
7344109,31.720,171.349,1033.889,520,2809,16949,0
7344148,20.313,139.751,1009.611,333,2291,16551,0
7344184,32.269,132.065,993.690,529,2165,16290,0
7344221,9.760,108.092,1016.626,160,1772,16666,0
7344259,26.718,81.862,985.821,438,1342,16161,0
7344295,27.206,58.377,975.512,446,957,15992,0
7344332,34.526,11.407,962.885,566,187,15785,0
7344369,18.971,4.148,950.319,311,68,15579,0
7344409,9.760,-34.221,955.870,160,-561,15670,0
7344446,35.990,-46.909,986.736,590,-769,16176,0
7344481,-2.196,-111.508,964.776,-36,-1828,15816,0
7344518,41.480,-109.190,977.342,680,-1790,16022,0
7344555,37.332,-133.163,957.273,612,-2183,15693,0
7344593,29.524,-143.106,956.358,484,-2346,15678,0
7344630,48.312,-157.563,965.264,792,-2583,15824,0
7344667,75.030,-163.419,924.638,1230,-2679,15158,0
7344703,57.584,-182.878,958.676,944,-2998,15716,0
7344742,77.714,-163.419,949.343,1274,-2679,15563,0
7344779,87.840,-166.591,965.752,1440,-2731,15832,0
7344815,117.730,-160.674,949.770,1930,-2634,15570,0
7344853,80.032,-174.216,977.342,1312,-2856,16022,0
7344890,102.602,-173.850,993.751,1682,-2850,16291,0
7344927,93.818,-188.734,993.690,1538,-3094,16290,0
7344968,70.394,-205.448,1024.556,1154,-3368,16796,0
7345001,65.819,-201.422,1019.432,1079,-3302,16712,0
7345038,34.099,-200.934,1042.307,559,-3294,17087,0
7345076,21.228,-186.477,1055.849,348,-3057,17309,0
7345113,30.012,-176.534,1075.430,492,-2894,17630,0
7345154,21.716,-200.934,1084.336,356,-3294,17776,0
7345191,30.439,-175.680,1101.599,499,-2880,18059,0
7345225,0.610,-182.390,1119.350,10,-2990,18350,0
7345261,27.206,-146.278,1133.380,446,-2398,18580,0
7345302,12.078,-128.649,1143.628,198,-2109,18748,0
7345340,17.080,-126.392,1178.215,280,-2072,19315,0
7345374,30.012,-54.595,1136.674,492,-895,18634,0
7345410,-11.834,-52.277,1132.465,-194,-857,18565,0
7345449,7.015,13.237,1133.380,115,217,18580,0
7345485,-18.727,17.263,1162.294,-307,283,19054,0
7345522,-2.196,66.124,1143.201,-36,1084,18741,0
7345559,-12.322,79.178,1172.176,-202,1298,19216,0
7345596,-15.067,119.377,1141.798,-247,1957,18718,0
7345633,-49.959,117.547,1152.046,-819,1927,18886,0
7345670,-34.343,160.491,1153.449,-563,2631,18909,0
7345708,-54.107,162.748,1149.240,-887,2668,18840,0
7345745,-75.640,148.291,1172.603,-1240,2431,19223,0
7345783,-58.194,180.316,1141.310,-954,2956,18710,0
7345819,-90.402,163.602,1149.240,-1482,2682,18840,0
7345856,-66.063,190.747,1118.374,-1083,3127,18334,0
7345894,-76.616,168.177,1130.574,-1256,2757,18534,0
7345931,-48.556,215.147,1087.142,-796,3527,17822,0
7345969,-46.299,205.204,1104.832,-759,3364,18112,0
7346005,-33.916,196.664,1078.724,-556,3224,17684,0
7346042,-8.601,190.808,1073.112,-141,3128,17592,0
7346079,9.760,159.576,1035.780,160,2616,16980,0
7346118,14.396,166.347,1043.710,236,2727,17110,0
7346156,14.823,147.864,1044.686,243,2424,17126,0
7346191,12.932,146.949,1025.044,212,2409,16804,0
7346228,22.143,87.779,1014.308,363,1439,16628,0
7346267,-0.854,49.349,990.030,-14,809,16230,0
7346304,31.354,58.438,985.760,514,958,16160,0
7346340,14.396,20.435,984.357,236,335,16137,0
7346380,8.418,-4.392,972.706,138,-72,15946,0
7346416,18.056,-53.680,984.418,296,-880,16138,0
7346452,32.269,-66.734,977.342,529,-1094,16022,0
7346489,21.228,-103.334,976.915,348,-1694,16015,0
7346526,38.247,-125.477,975.512,627,-2057,15992,0
7346565,60.268,-132.248,955.382,988,-2168,15662,0
7346600,49.288,-155.733,961.970,808,-2553,15770,0
7346637,61.244,-167.933,949.831,1004,-2753,15571,0
7346674,46.055,-148.962,956.358,755,-2442,15678,0
7346711,74.969,-159.820,946.598,1229,-2620,15518,0
7346749,57.096,-168.421,975.512,936,-2761,15992,0
7346786,84.180,-160.735,957.273,1380,-2635,15693,0
7346822,72.712,-170.678,976.000,1192,-2798,16000,0
7346860,102.602,-167.018,978.745,1682,-2738,16045,0
7346897,91.073,-181.048,983.015,1493,-2968,16115,0
7346934,97.051,-181.963,1001.681,1591,-2983,16421,0
7346972,63.928,-205.936,1029.192,1048,-3376,16872,0
7347008,71.370,-181.536,1017.968,1170,-2976,16688,0
7347046,26.352,-201.849,1056.764,432,-3309,17324,0
7347083,44.652,-185.989,1057.740,732,-3049,17340,0
7347120,12.078,-209.474,1100.684,198,-3434,18044,0
7347157,38.674,-194.163,1102.514,634,-3183,18074,0
7347194,34.587,-190.564,1106.296,567,-3124,18136,0
7347232,13.908,-186.477,1124.962,228,-3057,18442,0
7347269,13.420,-125.538,1112.823,220,-2058,18243,0
7347306,18.056,-119.133,1169.370,296,-1953,19170,0
7347345,6.100,-90.280,1144.116,100,-1480,18756,0
7347381,14.335,-54.534,1138.504,235,-894,18664,0
7347417,-8.174,-51.362,1174.006,-134,-842,19246,0
7347455,0.610,18.178,1132.404,10,298,18564,0
7347493,-32.025,25.864,1144.116,-525,424,18756,0
7347529,-10.431,54.290,1152.046,-171,890,18886,0
7347566,-39.406,81.862,1174.433,-646,1342,19253,0
7347605,-28.853,112.606,1138.016,-473,1846,18656,0
7347643,-57.767,119.438,1144.116,-947,1958,18756,0
7347678,-47.214,146.034,1160.891,-774,2394,19031,0
7347715,-49.959,154.208,1153.937,-819,2528,18917,0
7347754,-49.044,171.776,1142.286,-804,2816,18726,0
7347791,-78.934,163.663,1165.100,-1294,2683,19100,0
7347827,-59.597,193.919,1110.444,-977,3179,18204,0
7347864,-95.892,177.205,1119.838,-1572,2905,18358,0
7347901,-70.638,191.174,1119.350,-1158,3134,18350,0
7347938,-64.660,204.350,1091.290,-1060,3350,17890,0
7347978,-45.872,201.178,1081.042,-752,3298,17722,0
7348012,-38.491,168.177,1094.584,-631,2757,17944,0
7348050,21.716,197.091,1041.819,356,3231,17079,0
7348086,6.100,141.520,1058.594,100,2320,17354,0
7348124,28.548,166.347,1038.525,468,2727,17025,0
7348163,22.631,131.577,1022.726,371,2157,16766,0
7348202,32.757,138.348,1019.432,537,2268,16712,0
7348236,17.568,103.578,1028.338,288,1698,16858,0
7348272,25.864,76.494,1007.293,424,1254,16513,0
7348314,21.228,44.408,974.109,348,728,15969,0
7348351,20.740,-3.538,987.224,340,-58,16184,0
7348385,11.590,-12.993,965.691,190,-213,15831,0
7348421,37.332,-31.049,983.015,612,-509,16115,0
7348460,32.269,-81.191,988.566,529,-1331,16206,0
7348496,39.650,-104.676,967.094,650,-1716,15854,0
7348533,34.526,-132.248,964.288,566,-2168,15808,0
7348570,43.737,-130.479,984.845,717,-2139,16145,0
7348609,41.907,-157.563,966.179,687,-2583,15839,0
7348645,58.926,-161.162,939.095,966,-2642,15395,0
7348681,45.140,-180.560,970.815,740,-2960,15915,0
7348718,95.648,-159.332,918.538,1568,-2612,15058,0
7348756,47.946,-203.618,974.597,786,-3338,15977,0
7348793,106.689,-150.304,959.164,1749,-2464,15724,0
7348830,69.906,-181.963,973.194,1146,-2983,15954,0
7348870,94.306,-172.935,992.775,1546,-2835,16275,0
7348905,106.689,-183.793,988.566,1749,-3013,16206,0
7348942,99.308,-201.849,997.472,1628,-3309,16352,0
7348979,75.457,-189.161,1015.650,1237,-3101,16650,0
7349017,59.780,-186.904,1018.944,980,-3064,16704,0
7349055,27.206,-198.250,1048.346,446,-3250,17186,0
7349093,30.866,-177.449,1043.222,506,-2909,17102,0
7349128,-3.111,-194.163,1092.266,-51,-3183,17906,0
7349165,44.652,-179.218,1076.833,732,-2938,17653,0
7349204,25.376,-181.048,1093.242,416,-2968,17922,0
7349243,21.716,-169.336,1126.426,356,-2776,18466,0
7349276,22.631,-152.622,1135.698,371,-2502,18618,0
7349314,23.973,-101.138,1137.589,393,-1658,18649,0
7349354,24.461,-103.822,1155.767,401,-1702,18947,0
7349392,18.483,-75.335,1128.256,303,-1235,18496,0
7349425,-10.492,-40.992,1165.100,-172,-672,19100,0
7349462,-6.344,15.921,1120.692,-104,261,18372,0
7349503,-16.836,33.977,1147.837,-276,557,18817,0
7349540,-25.620,52.033,1150.216,-420,853,18856,0
7349574,-22.814,92.720,1147.410,-374,1520,18810,0
7349611,-30.683,109.922,1154.364,-503,1802,18924,0
7349649,-38.003,140.605,1142.225,-623,2305,18725,0
7349685,-66.002,141.032,1151.131,-1082,2312,18871,0
7349722,-53.680,155.977,1166.991,-880,2557,19131,0
7349759,-60.024,173.606,1139.419,-984,2846,18679,0
7349797,-54.534,192.516,1135.698,-894,3156,18618,0
7349834,-91.744,160.918,1159.488,-1504,2638,19008,0
7349871,-51.789,211.548,1108.126,-849,3468,18166,0
7349908,-93.574,174.033,1129.171,-1534,2853,18511,0
7349945,-58.255,207.461,1096.902,-955,3401,17982,0
7349983,-31.110,208.864,1091.778,-510,3424,17898,0
7350023,-4.026,181.719,1070.306,-66,2979,17546,0
7350059,7.503,164.090,1065.182,123,2690,17462,0
7350094,41.907,168.177,1025.959,687,2757,16819,0
7350131,23.058,146.034,1020.347,378,2394,16727,0
7350169,42.395,135.603,1022.665,695,2223,16765,0
7350205,31.842,136.091,1004.426,522,2231,16466,0
7350243,27.694,95.404,1004.914,454,1564,16474,0
7350280,20.740,62.464,990.884,340,1024,16244,0
7350317,30.439,50.264,973.194,499,824,15954,0
7350354,8.357,-3.538,966.118,137,-58,15838,0
7350392,17.141,-1.708,976.427,281,-28,16007,0
7350428,42.395,-55.022,953.552,695,-902,15632,0
7350467,50.203,-84.363,964.288,823,-1383,15808,0
7350505,28.609,-102.846,969.900,469,-1686,15900,0
7350540,37.820,-144.021,989.969,620,-2361,16229,0
7350577,57.584,-141.276,957.273,944,-2316,15693,0
7350618,50.142,-151.219,960.079,822,-2479,15739,0
7350654,57.096,-163.419,950.258,936,-2679,15578,0
7350689,83.265,-172.020,951.234,1365,-2820,15594,0
7350726,74.542,-164.334,953.552,1222,-2694,15632,0
7350767,85.156,-174.277,930.250,1396,-2857,15250,0
7350804,63.074,-166.103,966.179,1034,-2723,15839,0
7350838,113.582,-164.334,964.288,1862,-2694,15808,0
7350874,93.818,-185.135,976.000,1538,-3035,16000,0
7350912,100.711,-164.822,994.178,1651,-2702,16298,0
7350949,74.054,-205.021,993.751,1214,-3361,16291,0
7350986,59.353,-209.962,1010.526,973,-3442,16566,0
7351023,66.734,-185.074,1028.338,1094,-3034,16858,0
7351063,13.908,-196.420,1062.864,228,-3220,17424,0
7351102,34.099,-167.994,1083.848,559,-2754,17768,0
7351135,33.672,-190.564,1090.436,552,-3124,17876,0
7351172,13.420,-192.394,1078.724,220,-3154,17684,0
7351213,7.015,-186.965,1101.599,115,-3065,18059,0
7351250,20.740,-154.818,1107.699,340,-2538,18159,0
