=== Résumé acquisition ===
Fréquence théorique (Hz),1344.00
Écart moyen (µs),750.31
Écart min (µs),745
Écart max (µs),757
Fréquence moyenne (Hz),1332.79
Fréquence min (Hz),1321.00
Fréquence max (Hz),1342.28

t(us),X(mg),Y(mg),Z(mg)
549387,-8.82,34.30,-868.28
550137,-11.76,37.24,-868.28
550887,-13.72,38.22,-872.20
551637,-11.76,37.24,-880.04
552387,-11.76,35.28,-872.20
553137,-9.80,32.34,-869.26
553887,-8.82,30.38,-870.24
554639,-9.80,30.38,-873.18
555389,-16.66,27.44,-875.14
556139,-15.68,29.40,-872.20
556889,-14.70,32.34,-875.14
557639,-11.76,37.24,-871.22
558389,-8.82,34.30,-874.16
559140,-7.84,33.32,-872.20
559890,-10.78,34.30,-871.22
560641,-9.80,36.26,-866.32
561392,-6.86,32.34,-869.26
562143,-11.76,35.28,-866.32
562893,-10.78,33.32,-867.30
563644,-12.74,31.36,-862.40
564394,-7.84,29.40,-869.26
565145,-8.82,34.30,-867.30
565895,-6.86,32.34,-867.30
566646,-5.88,35.28,-874.16
567396,-9.80,34.30,-869.26
568147,-8.82,37.24,-868.28
568897,-13.72,36.26,-868.28
569647,-12.74,39.20,-874.16
570398,-9.80,37.24,-867.30
571148,-11.76,34.30,-867.30
571898,-8.82,32.34,-867.30
572649,-11.76,34.30,-867.30
573400,-11.76,35.28,-869.26
574150,-13.72,35.28,-869.26
574900,-14.70,34.30,-869.26
575651,-15.68,33.32,-871.22
576401,-15.68,39.20,-871.22
577152,-13.72,35.28,-856.52
577902,-8.82,36.26,-864.36
578652,-12.74,38.22,-861.42
579402,-14.70,35.28,-867.30
580152,-10.78,40.18,-868.28
580903,-15.68,35.28,-874.16
581654,-15.68,35.28,-872.20
582404,-14.70,32.34,-868.28
583154,-13.72,30.38,-878.08
583905,-8.82,33.32,-878.08
584656,-8.82,33.32,-879.06
585406,-8.82,31.36,-876.12
586157,-6.86,30.38,-882.00
586907,-4.90,33.32,-876.12
587658,-2.94,34.30,-878.08
588408,-4.90,31.36,-877.10
589161,-4.90,35.28,-876.12
589909,-3.92,34.30,-869.26
