=== Résumé acquisition ===
Fréquence théorique (Hz),1344.00
Écart moyen (µs),861.50
Écart min (µs),653
Écart max (µs),1053
Fréquence moyenne (Hz),1160.76
Fréquence min (Hz),949.67
Fréquence max (Hz),1531.39

t(us),X(mg),Y(mg),Z(mg)
531432,17.64,38.22,985.88
532157,19.60,38.22,984.90
532939,20.58,39.20,982.94
533728,18.62,41.16,989.80
534446,15.68,40.18,988.82
535238,14.70,41.16,986.86
535952,16.66,40.18,986.86
536741,13.72,41.16,985.88
537459,17.64,43.12,989.80
538249,17.64,42.14,989.80
539034,17.64,45.08,990.78
539753,15.68,45.08,986.86
540540,22.54,43.12,988.82
541261,19.60,45.08,991.76
542047,21.56,41.16,997.64
542764,20.58,43.12,992.74
543551,19.60,41.16,993.72
544272,22.54,42.14,994.70
545058,22.54,44.10,989.80
545842,23.52,43.12,989.80
546561,20.58,44.10,990.78
547350,20.58,43.12,989.80
548143,16.66,42.14,992.74
548864,16.66,42.14,984.90
549585,17.64,41.16,991.76
550337,19.60,44.10,991.76
551127,12.74,43.12,990.78
551842,14.70,41.16,993.72
552632,20.58,44.10,987.84
553416,20.58,41.16,992.74
554141,21.56,42.14,999.60
554924,24.50,41.16,991.76
555649,23.52,39.20,992.74
556433,20.58,42.14,988.82
557158,22.54,43.12,990.78
557939,25.48,42.14,986.86
558664,24.50,42.14,986.86
559448,22.54,40.18,994.70
560173,20.58,40.18,990.78
560952,18.62,41.16,990.78
561741,26.46,45.08,996.66
562459,25.48,43.12,992.74
563247,25.48,41.16,999.60
563961,22.54,41.16,996.66
564751,23.52,42.14,991.76
565468,21.56,42.14,994.70
566259,20.58,43.12,997.64
567047,18.62,40.18,999.60
567764,19.60,38.22,990.78
568551,21.56,39.20,991.76
569272,19.60,40.18,989.80
570058,20.58,42.14,986.86
570776,20.58,42.14,990.78
571560,24.50,40.18,997.64
572283,22.54,40.18,991.76
573068,20.58,43.12,984.90
573853,24.50,46.06,989.80
574603,25.48,45.08,995.68
575326,22.54,40.18,992.74
576113,21.56,41.16,991.76
576831,20.58,43.12,989.80
577618,22.54,44.10,991.76
578340,22.54,43.12,994.70
579125,18.62,42.14,991.76
579909,22.54,43.12,992.74
580627,24.50,40.18,989.80
581416,20.58,38.22,984.90
582135,22.54,39.20,992.74
582920,21.56,40.18,994.70
583640,25.48,42.14,996.66
584428,21.56,42.14,998.62
585213,20.58,41.16,997.64
585930,19.60,42.14,992.74
586718,16.66,46.06,989.80
587439,19.60,44.10,996.66
588224,17.64,42.14,988.82
588942,14.70,45.08,998.62
589729,16.66,42.14,999.60
590450,14.70,42.14,998.62
591235,17.64,42.14,996.66
592025,17.64,43.12,984.90
592739,14.70,41.16,993.72
593531,18.62,39.20,992.74
594249,18.62,39.20,993.72
595040,21.56,42.14,996.66
595753,23.52,43.12,995.68
596542,23.52,43.12,992.74
597326,24.50,43.12,997.64
598050,22.54,42.14,996.66
598830,20.58,41.16,994.70
599553,19.60,37.24,993.72
600337,18.62,39.20,999.60
601060,22.54,40.18,991.76
601905,20.58,43.12,997.64
602579,22.54,45.08,987.84
603387,20.58,44.10,990.78
604116,16.66,42.14,988.82
604896,21.56,43.12,989.80
605620,23.52,40.18,985.88
606403,18.62,41.16,992.74
607129,18.62,42.14,992.74
607881,16.66,44.10,988.82
608675,20.58,42.14,988.82
609392,20.58,42.14,991.76
610165,22.54,44.10,986.86
610947,22.54,45.08,987.84
611671,20.58,44.10,986.86
612455,21.56,45.08,984.90
613178,24.50,44.10,984.90
613959,26.46,44.10,993.72
614681,22.54,42.14,994.70
615465,21.56,47.04,992.74
616254,19.60,48.02,988.82
616970,20.58,42.14,996.66
617760,19.60,40.18,993.72
618477,20.58,41.16,997.64
619267,18.62,43.12,994.70
619986,19.60,42.14,997.64
620773,20.58,43.12,998.62
621560,19.60,40.18,996.66
622282,15.68,41.16,991.76
623068,17.64,40.18,984.90
623789,20.58,42.14,982.94
624574,16.66,39.20,985.88
625296,22.54,38.22,986.86
626083,18.62,39.20,987.84
626802,19.60,42.14,989.80
627589,15.68,40.18,994.70
628311,20.58,40.18,990.78
629096,16.66,41.16,991.76
629880,14.70,41.16,988.82
630598,13.72,37.24,989.80
631387,16.66,38.22,987.84
632105,18.62,41.16,982.94
632892,26.46,39.20,996.66
633612,23.52,40.18,993.72
634401,17.64,42.14,985.88
635187,19.60,42.14,990.78
